ts,pool,mint,name,signal,tier,launchpad,creator_tokens,multiple,buyer_mult,turnover,chg_1h,mcap,liquidity,buyer_ratio,max_position,friction_pct,audit,would_i_buy,outcome_24h,outcome_72h,net_24h,net_72h
2026-08-19T23:40:03+00:00,9R27f7ibnqi9jfk5LdWHRhX7faJBPPZyr5Va35RYWwoo,9sfCHMLWSVy6MD6zr7pR1gD3qbT7C6K1E3dMf2ZBpump,LAYOOO / SOL,early,A,"{'name': 'Pump.Fun', 'logo': 'https://api.rugcheck.xyz/public/logos/pump_fun.png', 'url': 'https://x.com/pumpfun', 'platform': 'pump_fun'}",1,26.1,4.6,0.5975,10.666,1628710.89,155213.83,1.39,250,2.0,"BLOCK -- LP 90%, top10 18%, 3 insider network(s), via {'name': 'Pump.Fun', 'logo': 'https://api.rugcheck.xyz/public/logos/pump_fun.png', 'url': 'https://x.com/pumpfun', 'platform': 'pump_fun'}",,,,,
